marketplace_id,source,product_name,brand,category,price,rating,review_count,availability,description,product_url,image_url,scraped_date,processor_extracted,product_id,model_name,processor_name,ram_gb,ssd_gb,hdd_gb,operating_system,graphics,screen_size,resolution,no_of_cores,no_of_threads,spec_score,original_price,processor_family_market,processor_family_manufacturer
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,461.0,Lenovo IdeaPad Slim 3 82H802XVIN Laptop,11TH GEN CORE I3,8.0,256.0,0.0,Windows,Intel UHD Graphics,15.6,1920 x 1080,2.0,4.0,48.0,37100.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,466.0,Lenovo Ideapad Slim 3 81WB01FYIN Laptop,10TH GEN CORE I3,8.0,256.0,0.0,Windows,Intel Integrated,15.6,1920 x 1080,2.0,4.0,50.0,33990.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,476.0,Lenovo V15 82KBA02UIH Laptop,11TH GEN CORE I3,8.0,256.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,2.0,4.0,53.0,36990.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,484.0,Lenovo Ideapad Slim 3 81WE01QSIN Laptop,10TH GEN CORE I3,4.0,256.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,2.0,4.0,50.0,29990.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,490.0,Lenovo V15 G2-ITL 82KBA034IH Laptop,11TH GEN CORE I3,8.0,512.0,0.0,DOS,Intel Integrated UHD,15.6,1920 x 1080,2.0,4.0,47.0,34499.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,501.0,Lenovo IdeaPad Slim 3 82RK007JIN Laptop,12TH GEN CORE I3,8.0,512.0,0.0,Windows,‎Intel UHD Graphics,15.6,1920 x 1080,6.0,8.0,57.0,45500.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,582.0,Lenovo IdeaPad Flex 5 81X10087IN Laptop,10TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,2.0,4.0,65.0,66000.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,609.0,Lenovo V14 G2-ITL 82KAA025IH Laptop,11TH GEN CORE I3,8.0,0.0,1000.0,Windows,Intel Integrated UHD,14.0,1920 x 1080,2.0,4.0,57.0,51500.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,629.0,Lenovo V14 G2-ITL ﻿82KAA05VIH Laptop,11TH GEN CORE I3,4.0,256.0,0.0,Windows,Intel Integrated UHD,15.0,1920 x 1080,2.0,4.0,50.0,39000.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,639.0,Lenovo Ideapad Flex 5 82R700ASIN Laptop,12TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated UHD,14.0,1920 x 1080,6.0,8.0,62.0,59801.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,640.0,Lenovo Ideapad Slim 3i 82H802EYIN Laptop,11TH GEN CORE I3,8.0,256.0,0.0,Windows,Intel UHD Integrated Graphics,15.6,1920 x 1080,2.0,4.0,54.0,37000.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,661.0,Lenovo Ideapad Flex 5 14IAU7 82R7006EIN Laptop,12TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated UHD,14.0,1920 x 1080,6.0,8.0,61.0,60990.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,667.0,Lenovo V14 G2-ITL 82KA00G8IH Laptop,11TH GEN CORE I3,4.0,256.0,0.0,DOS,Intel Integrated UHD,14.0,1920 x 1080,2.0,4.0,0.0,29500.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,671.0,Lenovo V15 Gen 2 Laptop,11TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated UHD,15.0,1920 x 1080,2.0,4.0,54.0,40871.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,768.0,Lenovo IdeaPad Slim 3 81X800LAIN Laptop,11TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated UHD Graphics,15.6,1920 x 1080,2.0,4.0,45.0,39650.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,881.0,Lenovo V14  82KAA01SIH Laptop,11TH GEN CORE I3,4.0,256.0,0.0,Windows,Intel Integrated UHD,15.0,1920 x 1080,2.0,4.0,50.0,31999.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,893.0,Lenovo IdeaPad Slim 3 81X800LGIN Laptop,11TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel UHD Graphics,15.6,1920 x 1080,0.0,0.0,0.0,36999.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,900.0,Lenovo Thinkpad E14 Gen 2 20TAS14C00 Laptop,11TH GEN CORE I3,8.0,512.0,0.0,DOS,Intel UHD,14.0,1920 x 1080,2.0,4.0,49.0,48000.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,920.0,Lenovo ThinkPad E14 20TAS16F00 Laptop,11TH GEN CORE I3,4.0,256.0,0.0,DOS,Intel UHD,14.0,1920 x 1080,2.0,4.0,44.0,42300.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,929.0,Lenovo ThinkBook 15 20VEA0YQIH Laptop,11TH GEN CORE I3,8.0,256.0,0.0,Windows,Intel UHD Graphics,15.6,1920 x 1080,2.0,4.0,54.0,37990.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,936.0,Lenovo ThinkBook 14 G2 20VDA0QMIH Laptop,11TH GEN CORE I3,8.0,512.0,0.0,DOS,Intel UHD Graphics,14.0,1920 x 1080,2.0,4.0,47.0,44799.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,950.0,Lenovo ThinkBook 15 20VEA0YPIH Laptop,11TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated Graphics,15.6,1920 x 1080,2.0,4.0,53.0,41999.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,977.0,Lenovo IdeaPad 3 15IML05 81WB01EBIN Laptop,10TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated,15.6,1920 x 1080,2.0,4.0,53.0,37990.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,981.0,Lenovo IdeaPad 3 15ITL6 82H802L0IN Laptop,11TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,2.0,4.0,59.0,39994.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,994.0,Lenovo V15 82KB0003GE Laptop,11TH GEN CORE I3,8.0,256.0,0.0,Windows,Missing,0.0,Unknown,0.0,0.0,0.0,32499.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,998.0,Lenovo IdeaPad Slim 3 81WE01QLIN Laptop,10TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel UHD Graphics,14.0,1920 x 1080,2.0,4.0,53.0,37490.0,CORE I3,CORE I3
53,WebScraper.io,Acer Aspire A3...,ACER,Laptop,457.38,3.0,9,Available,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",https://webscraper.io/test-sites/e-commerce/static/product/83,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 7100U,85.0,Acer Aspire 3 A315-59 Laptop,12TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,6.0,8.0,54.0,39990.0,CORE I3,CORE I3
53,WebScraper.io,Acer Aspire A3...,ACER,Laptop,457.38,3.0,9,Available,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",https://webscraper.io/test-sites/e-commerce/static/product/83,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 7100U,121.0,Acer Extensa 15 EX215-54 Laptop,11TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,2.0,4.0,50.0,33990.0,CORE I3,CORE I3
53,WebScraper.io,Acer Aspire A3...,ACER,Laptop,457.38,3.0,9,Available,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",https://webscraper.io/test-sites/e-commerce/static/product/83,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 7100U,438.0,Acer Aspire 5 A515-57 NX.K2VSI.002 Laptop,12TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,6.0,8.0,59.0,42990.0,CORE I3,CORE I3
53,WebScraper.io,Acer Aspire A3...,ACER,Laptop,457.38,3.0,9,Available,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",https://webscraper.io/test-sites/e-commerce/static/product/83,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 7100U,512.0,Acer Aspire 5 A515-57 Gaming Laptop,12TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated,15.6,1920 x 1080,6.0,8.0,54.0,47990.0,CORE I3,CORE I3
53,WebScraper.io,Acer Aspire A3...,ACER,Laptop,457.38,3.0,9,Available,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",https://webscraper.io/test-sites/e-commerce/static/product/83,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 7100U,513.0,Acer Aspire 3 A315-58 NX.ADDSI.011 Laptop,11TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated UHD Graphics,15.6,1920 x 1080,2.0,4.0,51.0,37990.0,CORE I3,CORE I3
53,WebScraper.io,Acer Aspire A3...,ACER,Laptop,457.38,3.0,9,Available,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",https://webscraper.io/test-sites/e-commerce/static/product/83,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 7100U,794.0,Acer Aspire 5 NX.K6SSI.002 Laptop,12TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel UHD,15.6,1920 x 1080,6.0,8.0,49.0,40990.0,CORE I3,CORE I3
53,WebScraper.io,Acer Aspire A3...,ACER,Laptop,457.38,3.0,9,Available,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",https://webscraper.io/test-sites/e-commerce/static/product/83,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 7100U,886.0,Acer TravelMate TMP214-53 Laptop,11TH GEN CORE I3,8.0,256.0,0.0,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,2.0,4.0,54.0,41490.0,CORE I3,CORE I3
53,WebScraper.io,Acer Aspire A3...,ACER,Laptop,457.38,3.0,9,Available,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",https://webscraper.io/test-sites/e-commerce/static/product/83,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 7100U,888.0,Acer TravelMate TMP214-53 Laptop,11TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,2.0,4.0,56.0,45990.0,CORE I3,CORE I3
53,WebScraper.io,Acer Aspire A3...,ACER,Laptop,457.38,3.0,9,Available,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",https://webscraper.io/test-sites/e-commerce/static/product/83,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 7100U,889.0,Acer Aspire 3 A315-58 Laptop,11TH GEN CORE I3,8.0,256.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,2.0,4.0,54.0,32800.0,CORE I3,CORE I3
54,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,465.95,1.0,7,Available,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",https://webscraper.io/test-sites/e-commerce/static/product/84,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,6.0,Lenovo IdeaPad Gaming 3 82K101ECIN Laptop,11TH GEN CORE I5,8.0,256.0,1000.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4.0,8.0,73.0,56700.0,CORE I5,CORE I5
54,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,465.95,1.0,7,Available,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",https://webscraper.io/test-sites/e-commerce/static/product/84,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,55.0,Lenovo IdeaPad Slim 5 82SF008YIN Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,10.0,12.0,66.0,72490.0,CORE I5,CORE I5
54,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,465.95,1.0,7,Available,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",https://webscraper.io/test-sites/e-commerce/static/product/84,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,60.0,Lenovo IdeaPad Slim 3 82RK0062IN Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,‎Intel Iris Xe Graphics,15.6,1920 x 1080,10.0,12.0,55.0,58490.0,CORE I5,CORE I5
54,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,465.95,1.0,7,Available,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",https://webscraper.io/test-sites/e-commerce/static/product/84,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,82.0,Lenovo IdeaPad Gaming 3 82K1017WIN Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4.0,8.0,71.0,52900.0,CORE I5,CORE I5
54,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,465.95,1.0,7,Available,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",https://webscraper.io/test-sites/e-commerce/static/product/84,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,100.0,Lenovo IdeaPad 3i ‎82RJ005BUS Laptop,12TH GEN CORE I5,8.0,256.0,0.0,Windows,Intel iris Xe Integrated,14.0,1920 x 1080,10.0,12.0,62.0,49990.0,CORE I5,CORE I5
54,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,465.95,1.0,7,Available,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",https://webscraper.io/test-sites/e-commerce/static/product/84,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,104.0,Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4.0,8.0,72.0,54990.0,CORE I5,CORE I5
54,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,465.95,1.0,7,Available,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",https://webscraper.io/test-sites/e-commerce/static/product/84,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,119.0,Lenovo IdeaPad Gaming 3 15IAH7 82S900R6IN Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8.0,12.0,75.0,80990.0,CORE I5,CORE I5
54,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,465.95,1.0,7,Available,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",https://webscraper.io/test-sites/e-commerce/static/product/84,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,173.0,Lenovo V15 82KBA01TIH Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4.0,8.0,65.0,49490.0,CORE I5,CORE I5
54,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,465.95,1.0,7,Available,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",https://webscraper.io/test-sites/e-commerce/static/product/84,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,185.0,Lenovo V15 82KBA01KIH Laptop,11TH GEN CORE I5,8.0,512.0,0.0,DOS,Intel Integrated UHD,15.6,1920 x 1080,4.0,8.0,60.0,52500.0,CORE I5,CORE I5
54,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,465.95,1.0,7,Available,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",https://webscraper.io/test-sites/e-commerce/static/product/84,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,221.0,Lenovo V15 G2-ITL Business Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,4.0,8.0,56.0,48999.0,CORE I5,CORE I5
54,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,465.95,1.0,7,Available,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",https://webscraper.io/test-sites/e-commerce/static/product/84,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,222.0,Lenovo IdeaPad Gaming 3 82K1019BIN Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,4.0,8.0,71.0,68989.0,CORE I5,CORE I5
54,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,465.95,1.0,7,Available,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",https://webscraper.io/test-sites/e-commerce/static/product/84,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,236.0,Lenovo Ideapad Slim 3 82H802KVIN Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris XE Graphic,15.6,1920 x 1080,4.0,8.0,59.0,55490.0,CORE I5,CORE I5
